S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S37;S38;S39;S40;S41;S42;S43;S44;S45;S46
8.271776237575823;3.581298943026186;9.501879955246348;4.437478762706898;2.437478762706898;8.067610844207096;2.437478762706898;7.359361844207097;5.549135599412262;2.437478762706898;4.176309040986884;14.32476549644394;11.577752470838158;6.176309040986884;7.549135599412262;15.293536581862808;7.549135599412262;6.432697831479107;2.437478762706898;8.067610844207096;2.437478762706898;7.359361844207097;5.549135599412262;2.437478762706898;4.176309040986884;14.32476549644394;11.577752470838158;6.176309040986884;7.549135599412262;15.293536581862808;7.549135599412262;6.432697831479107;2.437478762706898;8.067610844207096;2.437478762706898;7.359361844207097;5.549135599412262;2.437478762706898;4.176309040986884;14.32476549644394;11.577752470838158;6.176309040986884;7.549135599412262;15.293536581862808;7.549135599412262;6.432697831479107
6.2922948061598545;5.134515049751288;9.091007284103448;5.839210497604517;3.839210497604517;3.839210497604517;3.839210497604517;3.1309614976045173;5.427345195326059;3.839210497604517;8.097320996818159;10.09732099681816;5.839210497604517;11.611919146340885;7.427345195326059;7.427345195326059;7.427345195326059;4.350530442187852;3.839210497604517;3.839210497604517;3.839210497604517;3.1309614976045173;5.427345195326059;3.839210497604517;8.097320996818159;10.09732099681816;5.839210497604517;11.611919146340885;7.427345195326059;7.427345195326059;7.427345195326059;4.350530442187852;3.839210497604517;3.839210497604517;3.839210497604517;3.1309614976045173;5.427345195326059;3.839210497604517;8.097320996818159;10.09732099681816;5.839210497604517;11.611919146340885;7.427345195326059;7.427345195326059;7.427345195326059;4.350530442187852
6.429967953164058;5.9739801074291234;9.522038062595396;5.3330300657402185;3.3330300657402185;3.3330300657402185;3.3330300657402185;2.624781065740218;13.324661942019835;3.3330300657402185;4.711136764886086;6.711136764886086;5.3330300657402185;6.711136764886086;6.868712796136104;6.868712796136104;17.62336123332281;3.8410796391492874;3.3330300657402185;3.3330300657402185;3.3330300657402185;2.624781065740218;13.324661942019835;3.3330300657402185;4.711136764886086;6.711136764886086;5.3330300657402185;6.711136764886086;6.868712796136104;6.868712796136104;17.62336123332281;3.8410796391492874;3.3330300657402185;3.3330300657402185;3.3330300657402185;2.624781065740218;13.324661942019835;3.3330300657402185;4.711136764886086;6.711136764886086;5.3330300657402185;6.711136764886086;6.868712796136104;6.868712796136104;17.62336123332281;3.8410796391492874
5.589371461499988;5.036125048677277;10.379380466852568;4.1699647003498015;9.482281628556688;2.169964700349802;2.169964700349802;1.461715700349802;2.293781561686225;2.169964700349802;8.170293790755322;10.170293790755322;4.1699647003498015;11.69583785936862;4.293781561686226;4.293781561686226;4.293781561686226;4.969141410025619;9.482281628556688;2.169964700349802;2.169964700349802;1.461715700349802;2.293781561686225;2.169964700349802;8.170293790755322;10.170293790755322;4.1699647003498015;11.69583785936862;4.293781561686226;4.293781561686226;4.293781561686226;4.969141410025619;9.482281628556688;2.169964700349802;2.169964700349802;1.461715700349802;2.293781561686225;2.169964700349802;8.170293790755322;10.170293790755322;4.1699647003498015;11.69583785936862;4.293781561686226;4.293781561686226;4.293781561686226;4.969141410025619
6.5814679344927;5.310362622134559;10.378144267039612;5.190364392784527;3.190364392784527;3.190364392784527;3.190364392784527;2.482115392784527;3.4033624432042062;3.190364392784527;7.130020115288;9.130020115288;5.190364392784527;9.130020115288;11.98305079664032;5.403362443204206;5.403362443204206;3.574457098010515;3.190364392784527;3.190364392784527;3.190364392784527;2.482115392784527;3.4033624432042062;3.190364392784527;7.130020115288;9.130020115288;5.190364392784527;9.130020115288;11.98305079664032;5.403362443204206;5.403362443204206;3.574457098010515;3.190364392784527;3.190364392784527;3.190364392784527;2.482115392784527;3.4033624432042062;3.190364392784527;7.130020115288;9.130020115288;5.190364392784527;9.130020115288;11.98305079664032;5.403362443204206;5.403362443204206;3.574457098010515
6.961623314841781;4.155863248574961;8.184103231421442;3.7684340355210586;9.351752646388103;1.7684340355210586;1.7684340355210586;1.0601850355210587;4.245008138601246;1.7684340355210586;8.818974873765722;10.818974873765722;3.7684340355210586;12.44182110483058;6.245008138601246;6.245008138601246;6.245008138601246;7.3388241441376785;9.351752646388103;1.7684340355210586;1.7684340355210586;1.0601850355210587;4.245008138601246;1.7684340355210586;8.818974873765722;10.818974873765722;3.7684340355210586;12.44182110483058;6.245008138601246;6.245008138601246;6.245008138601246;7.3388241441376785;9.351752646388103;1.7684340355210586;1.7684340355210586;1.0601850355210587;4.245008138601246;1.7684340355210586;8.818974873765722;10.818974873765722;3.7684340355210586;12.44182110483058;6.245008138601246;6.245008138601246;6.245008138601246;7.3388241441376785
6.771478703478396;5.693261631956253;7.852733860040524;4.227762585163099;2.227762585163099;2.227762585163099;2.227762585163099;1.5195135851630992;3.088547473151302;2.227762585163099;6.309974023602537;8.309974023602537;4.227762585163099;8.309974023602537;5.088547473151302;12.463860236662706;5.088547473151302;6.702831547379002;2.227762585163099;2.227762585163099;2.227762585163099;1.5195135851630992;3.088547473151302;2.227762585163099;6.309974023602537;8.309974023602537;4.227762585163099;8.309974023602537;5.088547473151302;12.463860236662706;5.088547473151302;6.702831547379002;2.227762585163099;2.227762585163099;2.227762585163099;1.5195135851630992;3.088547473151302;2.227762585163099;6.309974023602537;8.309974023602537;4.227762585163099;8.309974023602537;5.088547473151302;12.463860236662706;5.088547473151302;6.702831547379002
6.116858324170112;4.764752561935718;7.714859394489855;3.9711265287461632;1.9711265287461632;1.9711265287461632;8.159055432383107;1.262877528746163;5.060799980263897;8.159055432383107;8.15796445453895;10.15796445453895;3.9711265287461632;11.681659122719791;14.53276891853994;7.060799980263897;7.060799980263897;6.870933546797292;1.9711265287461632;1.9711265287461632;8.159055432383107;1.262877528746163;5.060799980263897;8.159055432383107;8.15796445453895;10.15796445453895;3.9711265287461632;11.681659122719791;14.53276891853994;7.060799980263897;7.060799980263897;6.870933546797292;1.9711265287461632;1.9711265287461632;8.159055432383107;1.262877528746163;5.060799980263897;8.159055432383107;8.15796445453895;10.15796445453895;3.9711265287461632;11.681659122719791;14.53276891853994;7.060799980263897;7.060799980263897;6.870933546797292
5.150977223106032;4.488081356748284;7.396448971225356;4.791944339942176;2.7919443399421757;2.7919443399421757;2.7919443399421757;2.0836953399421754;3.869496845703059;2.7919443399421757;6.544213995118962;8.544213995118962;4.791944339942176;8.544213995118962;5.8694968457030585;14.371456614735264;5.8694968457030585;4.026224859476872;2.7919443399421757;2.7919443399421757;2.7919443399421757;2.0836953399421754;3.869496845703059;2.7919443399421757;6.544213995118962;8.544213995118962;4.791944339942176;8.544213995118962;5.8694968457030585;14.371456614735264;5.8694968457030585;4.026224859476872;2.7919443399421757;2.7919443399421757;2.7919443399421757;2.0836953399421754;3.869496845703059;2.7919443399421757;6.544213995118962;8.544213995118962;4.791944339942176;8.544213995118962;5.8694968457030585;14.371456614735264;5.8694968457030585;4.026224859476872
3.9267030254690622;7.161854371369593;8.530982872101667;4.715437288013944;2.715437288013944;2.715437288013944;2.715437288013944;2.007188288013944;5.59971030598647;2.715437288013944;12.892416547195646;8.67212865026058;4.715437288013944;8.67212865026058;7.59971030598647;7.59971030598647;7.59971030598647;3.6695936964908697;2.715437288013944;2.715437288013944;2.715437288013944;2.007188288013944;5.59971030598647;2.715437288013944;12.892416547195646;8.67212865026058;4.715437288013944;8.67212865026058;7.59971030598647;7.59971030598647;7.59971030598647;3.6695936964908697;2.715437288013944;2.715437288013944;2.715437288013944;2.007188288013944;5.59971030598647;2.715437288013944;12.892416547195646;8.67212865026058;4.715437288013944;8.67212865026058;7.59971030598647;7.59971030598647;7.59971030598647;3.6695936964908697
5.469024936493691;6.368992109907974;5.419364769784526;6.361484311476304;4.361484311476304;4.361484311476304;4.361484311476304;3.653235311476304;4.102123798227821;4.361484311476304;6.842163171727891;8.84216317172789;6.361484311476304;8.84216317172789;6.102123798227821;6.102123798227821;6.102123798227821;4.346524242782965;4.361484311476304;4.361484311476304;4.361484311476304;3.653235311476304;4.102123798227821;4.361484311476304;6.842163171727891;8.84216317172789;6.361484311476304;8.84216317172789;6.102123798227821;6.102123798227821;6.102123798227821;4.346524242782965;4.361484311476304;4.361484311476304;4.361484311476304;3.653235311476304;4.102123798227821;4.361484311476304;6.842163171727891;8.84216317172789;6.361484311476304;8.84216317172789;6.102123798227821;6.102123798227821;6.102123798227821;4.346524242782965
7.943136971651385;7.570086097008044;6.262543395450152;5.095512484081074;3.095512484081074;3.095512484081074;3.095512484081074;2.3872634840810742;3.139384950108203;3.095512484081074;5.566114142690405;7.566114142690405;5.095512484081074;7.566114142690405;5.139384950108203;17.597083730539754;5.139384950108203;5.062299466747969;3.095512484081074;3.095512484081074;3.095512484081074;2.3872634840810742;3.139384950108203;3.095512484081074;5.566114142690405;7.566114142690405;5.095512484081074;7.566114142690405;5.139384950108203;17.597083730539754;5.139384950108203;5.062299466747969;3.095512484081074;3.095512484081074;3.095512484081074;2.3872634840810742;3.139384950108203;3.095512484081074;5.566114142690405;7.566114142690405;5.095512484081074;7.566114142690405;5.139384950108203;17.597083730539754;5.139384950108203;5.062299466747969
7.019625828271781;7.107544973169673;9.635643865984877;4.376487993168586;2.3764879931685856;2.3764879931685856;2.3764879931685856;1.6682389931685857;2.6807039004693305;2.3764879931685856;6.999758830973532;8.999758830973532;4.376487993168586;8.999758830973532;4.6807039004693305;4.6807039004693305;4.6807039004693305;5.502063618852005;2.3764879931685856;2.3764879931685856;2.3764879931685856;1.6682389931685857;2.6807039004693305;2.3764879931685856;6.999758830973532;8.999758830973532;4.376487993168586;8.999758830973532;4.6807039004693305;4.6807039004693305;4.6807039004693305;5.502063618852005;2.3764879931685856;2.3764879931685856;2.3764879931685856;1.6682389931685857;2.6807039004693305;2.3764879931685856;6.999758830973532;8.999758830973532;4.376487993168586;8.999758830973532;4.6807039004693305;4.6807039004693305;4.6807039004693305;5.502063618852005
6.048086493357717;7.8580500263333954;7.236288116020874;4.657239497558838;2.6572394975588383;2.6572394975588383;2.6572394975588383;1.9489904975588384;2.4905897876578873;2.6572394975588383;3.7016912550077903;12.2364669187931;4.657239497558838;5.701691255007791;4.490589787657887;4.490589787657887;4.490589787657887;5.785315179936083;2.6572394975588383;2.6572394975588383;2.6572394975588383;1.9489904975588384;2.4905897876578873;2.6572394975588383;3.7016912550077903;12.2364669187931;4.657239497558838;5.701691255007791;4.490589787657887;4.490589787657887;4.490589787657887;5.785315179936083;2.6572394975588383;2.6572394975588383;2.6572394975588383;1.9489904975588384;2.4905897876578873;2.6572394975588383;3.7016912550077903;12.2364669187931;4.657239497558838;5.701691255007791;4.490589787657887;4.490589787657887;4.490589787657887;5.785315179936083
5.036251674083108;5.8827793740040475;6.430761108967199;3.69562996453533;1.69562996453533;1.69562996453533;1.69562996453533;0.9873809645353302;4.0843331893892145;1.69562996453533;3.1604775161313055;5.160477516131305;3.69562996453533;5.160477516131305;6.0843331893892145;6.0843331893892145;6.0843331893892145;5.465293300190787;1.69562996453533;1.69562996453533;1.69562996453533;0.9873809645353302;4.0843331893892145;1.69562996453533;3.1604775161313055;5.160477516131305;3.69562996453533;5.160477516131305;6.0843331893892145;6.0843331893892145;6.0843331893892145;5.465293300190787;1.69562996453533;1.69562996453533;1.69562996453533;0.9873809645353302;4.0843331893892145;1.69562996453533;3.1604775161313055;5.160477516131305;3.69562996453533;5.160477516131305;6.0843331893892145;6.0843331893892145;6.0843331893892145;5.465293300190787
4.3463200324313505;6.804916307299584;6.456451450899878;4.5940306917653295;2.5940306917653295;2.5940306917653295;2.5940306917653295;1.8857816917653296;7.9004441599878;2.5940306917653295;4.446990704544034;6.446990704544034;4.5940306917653295;6.446990704544034;2.787027097167104;2.787027097167104;9.9004441599878;6.749669086819204;2.5940306917653295;2.5940306917653295;2.5940306917653295;1.8857816917653296;7.9004441599878;2.5940306917653295;4.446990704544034;6.446990704544034;4.5940306917653295;6.446990704544034;2.787027097167104;2.787027097167104;9.9004441599878;6.749669086819204;2.5940306917653295;2.5940306917653295;2.5940306917653295;1.8857816917653296;7.9004441599878;2.5940306917653295;4.446990704544034;6.446990704544034;4.5940306917653295;6.446990704544034;2.787027097167104;2.787027097167104;9.9004441599878;6.749669086819204
3.973529995817248;4.980297385916364;7.379797815659446;3.6015566368068708;7.742374334251438;1.6015566368068708;1.6015566368068708;0.8933076368068709;4.604301211565039;1.6015566368068708;4.836708728971389;6.836708728971389;3.6015566368068708;6.836708728971389;6.604301211565039;6.604301211565039;6.604301211565039;4.706863705604201;7.742374334251438;1.6015566368068708;1.6015566368068708;0.8933076368068709;4.604301211565039;1.6015566368068708;4.836708728971389;6.836708728971389;3.6015566368068708;6.836708728971389;6.604301211565039;6.604301211565039;6.604301211565039;4.706863705604201;7.742374334251438;1.6015566368068708;1.6015566368068708;0.8933076368068709;4.604301211565039;1.6015566368068708;4.836708728971389;6.836708728971389;3.6015566368068708;6.836708728971389;6.604301211565039;6.604301211565039;6.604301211565039;4.706863705604201
3.1702666438802254;5.833103584699021;5.999110779119892;4.081167836732556;2.081167836732556;2.081167836732556;2.081167836732556;1.3729188367325558;6.827283334351132;2.081167836732556;6.625711851102524;8.625711851102524;4.081167836732556;8.625711851102524;8.827283334351133;8.827283334351133;8.827283334351133;6.426819255257733;2.081167836732556;2.081167836732556;2.081167836732556;1.3729188367325558;6.827283334351132;2.081167836732556;6.625711851102524;8.625711851102524;4.081167836732556;8.625711851102524;8.827283334351133;8.827283334351133;8.827283334351133;6.426819255257733;2.081167836732556;2.081167836732556;2.081167836732556;1.3729188367325558;6.827283334351132;2.081167836732556;6.625711851102524;8.625711851102524;4.081167836732556;8.625711851102524;8.827283334351133;8.827283334351133;8.827283334351133;6.426819255257733
7.464770736737214;7.407643483177203;6.479470419462605;4.208147490820158;2.2081474908201586;2.2081474908201586;2.2081474908201586;1.4998984908201587;4.72181525651636;2.2081474908201586;6.188417616432303;8.188417616432304;4.208147490820158;8.188417616432304;6.72181525651636;6.72181525651636;6.72181525651636;6.033453759571856;2.2081474908201586;2.2081474908201586;2.2081474908201586;1.4998984908201587;4.72181525651636;2.2081474908201586;6.188417616432303;8.188417616432304;4.208147490820158;8.188417616432304;6.72181525651636;6.72181525651636;6.72181525651636;6.033453759571856;2.2081474908201586;2.2081474908201586;2.2081474908201586;1.4998984908201587;4.72181525651636;2.2081474908201586;6.188417616432303;8.188417616432304;4.208147490820158;8.188417616432304;6.72181525651636;6.72181525651636;6.72181525651636;6.033453759571856
7.615772751859868;6.880172490257219;8.662875452842346;2.7082485425210208;0.7082485425210208;0.7082485425210208;7.612481820164205;4.574789791433887e-7;5.252842404404127;7.612481820164205;8.01348434432574;10.01348434432574;2.7082485425210208;11.5155069959746;7.252842404404127;7.252842404404127;7.252842404404127;5.58399958413116;0.7082485425210208;0.7082485425210208;7.612481820164205;4.574789791433887e-7;5.252842404404127;7.612481820164205;8.01348434432574;10.01348434432574;2.7082485425210208;11.5155069959746;7.252842404404127;7.252842404404127;7.252842404404127;5.58399958413116;0.7082485425210208;0.7082485425210208;7.612481820164205;4.574789791433887e-7;5.252842404404127;7.612481820164205;8.01348434432574;10.01348434432574;2.7082485425210208;11.5155069959746;7.252842404404127;7.252842404404127;7.252842404404127;5.58399958413116
6.832758096725811;5.761464566755755;8.695809368391455;4.670930624147158;2.670930624147158;2.670930624147158;2.670930624147158;1.962681624147158;5.85611061382494;2.670930624147158;6.409250259068085;8.409250259068084;4.670930624147158;8.409250259068084;14.237936158244334;7.85611061382494;7.85611061382494;4.8226880001736365;2.670930624147158;2.670930624147158;2.670930624147158;1.962681624147158;5.85611061382494;2.670930624147158;6.409250259068085;8.409250259068084;4.670930624147158;8.409250259068084;14.237936158244334;7.85611061382494;7.85611061382494;4.8226880001736365;2.670930624147158;2.670930624147158;2.670930624147158;1.962681624147158;5.85611061382494;2.670930624147158;6.409250259068085;8.409250259068084;4.670930624147158;8.409250259068084;14.237936158244334;7.85611061382494;7.85611061382494;4.8226880001736365
7.316003112064537;6.095491938613066;8.315881033399513;3.6029493430854265;7.389248088483887;9.485765804907532;1.6029493430854265;8.777516804907531;10.837877637178254;1.6029493430854265;5.868852240934315;7.868852240934315;13.20863067564366;7.868852240934315;6.5578852792284925;6.5578852792284925;14.763559282754992;4.732577021503883;7.389248088483887;9.485765804907532;1.6029493430854265;8.777516804907531;10.837877637178254;1.6029493430854265;5.868852240934315;7.868852240934315;13.20863067564366;7.868852240934315;6.5578852792284925;6.5578852792284925;14.763559282754992;4.732577021503883;7.389248088483887;9.485765804907532;1.6029493430854265;8.777516804907531;10.837877637178254;1.6029493430854265;5.868852240934315;7.868852240934315;13.20863067564366;7.868852240934315;6.5578852792284925;6.5578852792284925;14.763559282754992;4.732577021503883
